Date,Open,High,Low,Close,Volume,Adj Close
2015-11-23,209.380005,209.979996,208.520004,209.070007,64931200,207.833099
2015-11-20,209.449997,210.119995,208.860001,209.309998,94011500,208.07167
2015-11-19,208.589996,209.050003,208.199997,208.550003,88220500,207.316172
2015-11-18,206.039993,208.899994,205.990005,208.729996,121342500,207.495099
2015-11-17,205.990005,207.039993,204.880005,205.470001,121123700,204.254392
2015-11-16,202.320007,205.690002,202.179993,205.619995,117645200,204.403498
2015-11-13,204.350006,204.669998,202.440002,202.539993,153577100,201.341719
2015-11-12,206.50,207.059998,204.820007,204.839996,121315200,203.628114
2015-11-11,208.880005,208.940002,207.660004,207.740005,67846000,206.510966
2015-11-10,207.509995,208.600006,207.190002,208.559998,75874600,207.326107
2015-11-09,209.309998,209.490005,206.949997,208.080002,131008700,206.848951
2015-11-06,209.740005,210.320007,208.460007,210.039993,110471500,208.797347
2015-11-05,210.429993,210.979996,209.089996,210.149994,78408700,208.906697
2015-11-04,211.350006,211.50,209.720001,210.360001,96224500,209.115461
2015-11-03,209.970001,211.660004,209.699997,211.00,95246100,209.751674
2015-11-02,208.320007,210.619995,208.169998,210.389999,86270800,209.145282
2015-10-30,209.059998,209.440002,207.740005,207.929993,131076900,206.699829
2015-10-29,208.350006,209.270004,208.210007,208.830002,90525500,207.594514
2015-10-28,207.00,208.979996,206.210007,208.949997,135906700,207.713799
2015-10-27,206.199997,207.00,205.789993,206.600006,77905800,205.377711
2015-10-26,207.300003,207.369995,206.559998,207.00,69033000,205.775339
2015-10-23,207.25,207.949997,206.300003,207.509995,144442300,206.282316
2015-10-22,202.979996,205.509995,201.850006,205.259995,174911700,204.045628
2015-10-21,203.610001,203.789993,201.649994,201.850006,102038000,200.655813
2015-10-20,202.850006,203.839996,202.550003,203.110001,78448500,201.908354
2015-10-19,202.50,203.369995,202.130005,203.369995,76523900,202.16681
2015-10-16,202.830002,203.289993,201.919998,203.270004,109692900,202.067411
2015-10-15,200.080002,202.360001,199.639999,202.350006,134142200,201.152855
2015-10-14,200.179993,200.869995,198.940002,199.289993,99106200,198.110946
2015-10-13,200.649994,202.160004,200.050003,200.25,88038700,199.065273
2015-10-12,201.419998,201.759995,200.910004,201.520004,56395600,200.327764
2015-10-09,201.380005,201.899994,200.580002,201.330002,107069200,200.138886
2015-10-08,198.949997,201.550003,198.589996,201.210007,153055200,200.0196
2015-10-07,198.899994,199.830002,197.479996,199.410004,124307300,198.230247
2015-10-06,198.309998,198.979996,197.00,197.789993,110274500,196.619821
2015-10-05,196.460007,198.740005,196.330002,198.470001,126320800,197.295805
2015-10-02,189.770004,195.029999,189.119995,195.00,211003300,193.846334
2015-10-01,192.080002,192.490005,189.820007,192.130005,131079000,190.993318
2015-09-30,190.369995,191.830002,189.440002,191.630005,163452000,190.496276
2015-09-29,188.270004,189.740005,186.929993,188.119995,159045600,187.007032
2015-09-28,191.779999,191.910004,187.639999,188.009995,178515900,186.897683
2015-09-25,194.639999,195.00,191.809998,192.869995,155054800,191.72893
2015-09-24,192.149994,193.449997,190.559998,192.899994,159378800,191.758752
2015-09-23,194.110001,194.669998,192.910004,193.600006,92790600,192.454622
2015-09-22,193.880005,194.460007,192.559998,193.899994,153890900,192.752835
2015-09-21,196.440002,197.679993,195.210007,196.460007,105726200,195.297703
2015-09-18,195.710007,198.679993,194.960007,195.449997,223657500,194.293668
2015-09-17,200.020004,202.889999,199.279999,199.729996,276046600,197.521458
2015-09-16,198.820007,200.410004,198.410004,200.179993,99581600,197.966479
2015-09-15,196.610001,198.990005,195.960007,198.449997,113806200,196.255613
2015-09-14,196.949997,197.009995,195.429993,196.009995,79452000,193.842591
2015-09-11,195.380005,196.820007,194.529999,196.740005,119691200,194.56453
2015-09-10,194.559998,197.220001,194.25,195.850006,158611100,193.684372
2015-09-09,199.320007,199.470001,194.350006,194.789993,149347700,192.63608
2015-09-08,195.940002,197.610001,195.169998,197.429993,116025700,195.246888
2015-09-04,192.850006,193.860001,191.610001,192.589996,207081000,190.46041
2015-09-03,196.259995,198.050003,194.960007,195.550003,152087800,193.387686
2015-09-02,194.619995,195.460007,192.419998,195.410004,160269300,193.249235
2015-09-01,193.119995,194.770004,190.729996,191.770004,256000400,189.649485
2015-08-31,198.110001,199.130005,197.009995,197.669998,163298800,195.484239
2015-08-28,198.50,199.839996,197.919998,199.279999,160414400,197.076437
2015-08-27,197.020004,199.419998,195.210007,199.270004,274143900,197.066553
2015-08-26,192.080002,194.789993,188.369995,194.460007,339257000,192.309743
2015-08-25,195.429993,195.449997,186.919998,187.270004,369833100,185.199245
2015-08-24,187.490005,197.479996,182.399994,189.50,507244300,187.404582
2015-08-21,201.729996,203.940002,197.520004,197.830002,346588500,195.642474
2015-08-20,206.509995,208.289993,203.899994,203.970001,194327900,201.714579
2015-08-19,209.089996,210.009995,207.350006,208.320007,172946000,206.016485
2015-08-18,210.259995,210.679993,209.699997,209.979996,71692700,207.658118
2015-08-17,208.710007,210.589996,208.160004,210.589996,79072600,208.261373
2015-08-14,208.429993,209.509995,208.259995,209.419998,72786500,207.104312
2015-08-13,208.729996,209.550003,208.009995,208.660004,89383300,206.352722
2015-08-12,207.110001,209.139999,205.360001,208.919998,172123700,206.609841
2015-08-11,208.970001,209.470001,207.759995,208.660004,126081400,206.352722
2015-08-10,209.279999,210.669998,209.279999,210.570007,80270700,208.241605
2015-08-07,208.160004,208.339996,206.869995,207.949997,117858000,205.650566
2015-08-06,210.289993,210.419998,207.649994,208.350006,116030800,206.046152
2015-08-05,210.449997,211.309998,209.729996,210.070007,85786800,207.747134
2015-08-04,209.699997,210.25,208.800003,209.380005,81820800,207.064761
2015-08-03,210.460007,210.529999,208.649994,209.789993,113965700,207.470216
2015-07-31,211.419998,211.449997,210.160004,210.50,103266900,208.172372
2015-07-30,210.160004,211.020004,209.419998,210.820007,91304400,208.488841
2015-07-29,209.479996,211.039993,209.309998,210.770004,105791300,208.439391
2015-07-28,207.789993,209.50,206.800003,209.330002,123544800,207.015311
2015-07-27,206.940002,207.550003,206.259995,206.789993,132361100,204.503389
2015-07-24,210.300003,210.369995,207.600006,208.00,117755000,205.700016
2015-07-23,211.529999,211.649994,209.75,210.179993,90509100,207.855903
2015-07-22,210.929993,211.770004,210.889999,211.369995,88667900,209.032747
2015-07-21,212.429993,212.740005,211.389999,211.759995,77965000,209.418434
2015-07-20,212.75,213.179993,212.210007,212.589996,70446800,210.239258
2015-07-17,212.289993,212.550003,211.800003,212.470001,89030000,210.12059
2015-07-16,211.869995,212.300003,211.580002,212.300003,106683300,209.952471
2015-07-15,210.729996,211.279999,210.039993,210.610001,97914100,208.281156
2015-07-14,209.720001,211.050003,209.649994,210.679993,81709600,208.350374
2015-07-13,208.990005,209.899994,208.940002,209.759995,106069400,207.440549
2015-07-10,207.289993,207.979996,204.949997,207.479996,129456900,205.185762
2015-07-09,207.039993,207.350006,204.770004,204.899994,144113100,202.634289
2015-07-08,206.419998,206.759995,204.25,204.529999,164020100,202.268385
2015-07-07,206.960007,208.169998,204.110001,208.009995,173820200,205.7099
2015-07-06,205.770004,207.649994,205.529999,206.720001,117975400,204.434171
2015-07-02,208.070007,208.270004,206.809998,207.320007,104373700,205.027542
2015-07-01,207.729996,208.029999,206.559998,207.50,135979900,205.205545
2015-06-30,207.259995,207.320007,205.279999,205.850006,182925100,203.573796
2015-06-29,208.050003,209.830002,205.330002,205.419998,202621300,203.148543
2015-06-26,210.289993,210.580002,209.160004,209.820007,104174800,207.499898
2015-06-25,211.100006,211.25,209.770004,209.860001,97107400,207.539449
2015-06-24,211.720001,212.169998,210.470001,210.509995,92307300,208.182256
2015-06-23,212.139999,212.440002,211.570007,212.050003,68476800,209.705236
2015-06-22,211.910004,212.589996,211.639999,211.889999,70696000,209.547001
2015-06-19,211.460007,211.550003,210.360001,210.809998,130478700,208.478942
2015-06-18,211.309998,213.339996,210.630005,212.779999,165867900,209.40855
2015-06-17,210.589996,211.320007,209.360001,210.589996,126708600,207.253248
2015-06-16,208.929993,210.350006,208.720001,210.25,85308200,206.918639
2015-06-15,208.639999,209.449997,207.789993,209.100006,124384200,205.786866
2015-06-12,210.639999,211.479996,209.679993,210.009995,135382400,206.682436
2015-06-11,211.479996,212.089996,211.199997,211.630005,73876400,208.276778
2015-06-10,209.369995,211.410004,209.300003,210.960007,134551300,207.617396
2015-06-09,208.449997,209.100006,207.690002,208.449997,105034700,205.147156
2015-06-08,209.639999,209.820007,208.389999,208.479996,89063300,205.17668
2015-06-05,209.949997,210.580002,208.979996,209.770004,121704700,206.446248
2015-06-04,211.070007,211.860001,209.75,210.130005,151882800,206.800545
2015-06-03,212.00,212.669998,211.330002,211.919998,87820900,208.562176
2015-06-02,211.020004,212.190002,210.270004,211.360001,91531000,208.011052
2015-06-01,211.940002,212.339996,210.619995,211.570007,93338800,208.217731
2015-05-29,212.380005,212.429993,210.820007,211.139999,124919600,207.794536
2015-05-28,212.330002,212.589996,211.630005,212.460007,74974600,209.093628
2015-05-27,211.25,212.979996,210.759995,212.699997,93214000,209.329816
2015-05-26,212.399994,212.910004,210.199997,210.699997,124308600,207.361506
2015-05-22,213.039993,213.539993,212.910004,212.990005,57433500,209.615229
2015-05-21,212.710007,213.75,212.509995,213.50,64764600,210.117143
2015-05-20,213.149994,213.779999,212.50,212.880005,76857500,209.506972
2015-05-19,213.240005,213.570007,212.690002,213.029999,72114600,209.654589
2015-05-18,212.240005,213.399994,212.160004,213.100006,74549700,209.723487
2015-05-15,212.440002,212.610001,211.860001,212.440002,76510100,209.073941
2015-05-14,211.240005,212.320007,210.910004,212.210007,95934000,208.84759
2015-05-13,210.470001,211.220001,209.740005,210.020004,94667900,206.692287
2015-05-12,209.610001,210.630005,208.619995,209.979996,119727600,206.652913
2015-05-11,211.570007,211.889999,210.520004,210.610001,75708100,207.272935
2015-05-08,210.880005,211.860001,210.779999,211.619995,155877300,208.266927
2015-05-07,207.919998,209.380005,207.520004,208.869995,88244900,205.5605
2015-05-06,209.559998,209.929993,206.759995,208.039993,135060200,204.743649
2015-05-05,211.029999,211.460007,208.729996,208.899994,113326200,205.590023
2015-05-04,211.229996,212.020004,211.100006,211.320007,70927200,207.971692
2015-05-01,209.399994,210.770004,209.279999,210.720001,103399700,207.381193
2015-04-30,209.880005,210.350006,207.619995,208.460007,161304900,205.157007
2015-04-29,210.369995,211.289993,209.600006,210.570007,125684900,207.233576
2015-04-28,210.740005,211.50,209.330002,211.440002,86863500,208.089786
2015-04-27,212.330002,212.479996,210.539993,210.770004,79358100,207.430404
2015-04-24,211.660004,211.970001,211.110001,211.649994,61327400,208.29645
2015-04-23,210.149994,211.940002,210.009995,211.160004,102585900,207.814224
2015-04-22,210.009995,210.850006,208.899994,210.630005,78264600,207.292623
2015-04-21,210.669998,210.860001,209.240005,209.600006,72559800,206.278944
2015-04-20,209.059998,210.25,208.960007,209.850006,92189500,206.524983
2015-04-17,208.940002,209.229996,207.009995,207.949997,191113200,204.655079
2015-04-16,210.029999,210.979996,209.789993,210.369995,68934900,207.036733
2015-04-15,210.050003,211.039993,209.949997,210.429993,99529300,207.095779
2015-04-14,208.850006,209.710007,208.100006,209.490005,75099900,206.170686
2015-04-13,209.869995,210.630005,209.029999,209.089996,74436600,205.777015
2015-04-10,209.199997,210.089996,208.960007,210.039993,72722900,206.71196
2015-04-09,207.779999,209.179993,207.190002,208.899994,85548900,205.590023
2015-04-08,207.550003,208.509995,207.080002,207.979996,89351900,204.684602
2015-04-07,207.860001,208.759995,207.240005,207.279999,81236300,203.995696
2015-04-06,205.369995,208.449997,205.210007,207.830002,114368200,204.536985
2015-04-02,205.619995,206.979996,205.399994,206.440002,86900900,203.16901
2015-04-01,206.389999,206.419998,204.509995,205.699997,137303600,202.440729
2015-03-31,207.259995,208.100006,206.360001,206.429993,126768700,203.159159
2015-03-30,206.979996,208.610001,206.960007,208.25,96180400,204.950328
2015-03-27,205.130005,205.949997,204.899994,205.740005,118939000,202.480104
2015-03-26,204.960007,206.369995,204.119995,205.270004,153067200,202.01755
2015-03-25,209.070007,209.350006,205.710007,205.759995,159521700,202.499776
2015-03-24,209.850006,210.399994,208.740005,208.820007,77805300,205.511304
2015-03-23,210.419998,211.110001,210.00,210.00,71784500,206.6726
2015-03-20,209.710007,211.020004,209.490005,210.410004,177715100,207.076107
2015-03-19,209.960007,210.470001,209.029999,209.50,117917300,205.264276
2015-03-18,207.389999,211.270004,206.619995,210.460007,228808500,206.204873
2015-03-17,207.690002,208.419998,206.979996,207.960007,94510400,203.755419
2015-03-16,206.710007,208.690002,205.860001,208.580002,136099200,204.362879
2015-03-13,206.770004,207.929993,204.580002,205.830002,162410900,201.668479
2015-03-12,205.259995,207.179993,205.199997,207.100006,93993500,202.912806
2015-03-11,205.289993,205.50,204.399994,204.50,110145700,200.365367
2015-03-10,206.710007,206.809998,204.929993,204.979996,157121300,200.835658
2015-03-09,207.740005,208.789993,207.550003,208.360001,89818900,204.147325
2015-03-06,209.419998,209.940002,207.100006,207.50,188128000,203.304712
2015-03-05,210.619995,210.800003,209.850006,210.460007,76873000,206.204873
2015-03-04,210.399994,210.490005,209.059998,210.229996,114497200,205.979512
2015-03-03,211.470001,212.050003,210.080002,211.119995,110325800,206.851518
2015-03-02,210.779999,212.059998,210.720001,211.990005,87491400,207.703938
2015-02-27,211.259995,211.580002,210.600006,210.660004,108076000,206.400826
2015-02-26,211.520004,211.710007,210.649994,211.380005,72697900,207.10627
2015-02-25,211.660004,212.240005,211.220001,211.630005,73061700,207.351216
2015-02-24,211.119995,212.050003,210.759995,211.809998,72472300,207.527569
2015-02-23,210.940002,211.210007,210.479996,211.210007,74411100,206.939709
2015-02-20,209.479996,211.330002,208.729996,211.240005,140896400,206.969102
2015-02-19,209.410004,210.419998,209.240005,209.979996,91462500,205.734567
2015-02-18,209.660004,210.220001,209.339996,210.130005,80652900,205.881543
2015-02-17,209.399994,210.320007,209.100006,210.110001,76968200,205.861943
2015-02-13,209.070007,209.839996,208.759995,209.779999,93670400,205.538614
2015-02-12,207.889999,208.990005,206.970001,208.919998,97545900,204.696001
2015-02-11,206.610001,207.449997,205.830002,206.929993,91087800,202.74623
2015-02-10,205.880005,207.119995,204.679993,206.809998,96164200,202.628661
2015-02-09,204.770004,205.639999,204.139999,204.630005,87219000,200.492744
2015-02-06,206.559998,207.240005,204.919998,205.550003,125672000,201.394141
2015-02-05,204.860001,206.300003,204.770004,206.119995,97953200,201.952609
2015-02-04,203.919998,205.380005,203.509995,204.059998,134306700,199.934261
2015-02-03,203.00,204.850006,202.550003,204.839996,124212900,200.698489
2015-02-02,200.050003,202.029999,197.860001,201.919998,163107000,197.837529
2015-01-30,200.570007,202.169998,199.130005,199.449997,197729700,195.417466
2015-01-29,200.380005,202.300003,198.679993,201.990005,173585400,197.90612
2015-01-28,204.169998,204.289993,199.910004,200.139999,168514300,196.093518
2015-01-27,202.970001,204.119995,201.740005,202.740005,134044600,198.640957
2015-01-26,204.710007,205.559998,203.850006,205.449997,92009700,201.296157
2015-01-23,205.789993,206.100006,204.809998,204.970001,117516800,200.825866
2015-01-22,203.990005,206.259995,202.330002,206.100006,174356000,201.933024
2015-01-21,201.50,203.660004,200.940002,203.080002,122942700,198.974079
2015-01-20,202.399994,202.720001,200.169998,202.059998,130991100,197.974697
2015-01-16,198.770004,201.820007,198.550003,201.630005,211879600,197.553398
2015-01-15,201.630005,202.009995,198.880005,199.020004,176613900,194.996167
2015-01-14,199.649994,201.100006,198.570007,200.860001,192991100,196.798962
2015-01-13,204.119995,205.479996,200.509995,202.080002,214553300,197.994297
2015-01-12,204.410004,204.600006,201.919998,202.649994,144396100,198.552765
2015-01-09,206.399994,206.419998,203.509995,204.25,158567300,200.120422
2015-01-08,204.009995,206.160004,203.990005,205.899994,147217800,201.737056
2015-01-07,201.419998,202.720001,200.880005,202.309998,125346700,198.219643
2015-01-06,202.089996,202.720001,198.860001,199.820007,209151400,195.779996
2015-01-05,204.169998,204.369995,201.350006,201.720001,169632600,197.641575
2015-01-02,206.380005,206.880005,204.179993,205.429993,121465900,201.276557
2014-12-31,207.990005,208.190002,205.389999,205.539993,130333800,201.384334
2014-12-30,208.210007,208.369995,207.509995,207.600006,73540800,203.402697
2014-12-29,208.220001,208.970001,208.139999,208.720001,79643900,204.500047
2014-12-26,208.309998,208.850006,208.25,208.440002,57326700,204.22571
2014-12-24,208.020004,208.339996,207.720001,207.770004,42963400,203.569258
2014-12-23,208.169998,208.229996,207.399994,207.75,122167900,203.549658
2014-12-22,206.75,207.470001,206.460007,207.470001,148318900,203.27532
2014-12-19,206.429993,207.330002,205.610001,206.520004,245084600,202.344531
2014-12-18,204.740005,212.970001,203.919998,206.779999,257633900,201.487216
2014-12-17,198.440002,202.339996,198.289993,201.789993,253910100,196.624936
2014-12-16,198.580002,202.399994,197.860001,197.910004,259543800,192.844259
2014-12-15,201.979996,202.529999,198.779999,199.509995,189965800,194.403297
2014-12-12,202.639999,203.820007,200.850006,200.889999,202330200,195.747979
2014-12-11,203.880005,206.190002,203.710007,204.190002,159012800,198.963514
2014-12-10,205.910004,205.979996,202.929993,203.160004,159856400,197.959879
2014-12-09,204.369995,206.600006,203.910004,206.470001,125180100,201.185153
2014-12-08,207.520004,208.119995,205.929993,206.610001,108588200,201.321569
2014-12-05,207.869995,208.470001,207.550003,208.00,91025500,202.67599
2014-12-04,207.539993,208.270004,206.699997,207.660004,91316600,202.344696
2014-12-03,207.300003,208.149994,207.100006,207.889999,68952000,202.568805
2014-12-02,205.809998,207.339996,205.779999,207.089996,74507200,201.789279
2014-12-01,206.399994,206.539993,205.380005,205.759995,103968400,200.49332
2014-11-28,207.490005,207.869995,206.910004,207.199997,57890100,201.896464
2014-11-26,207.289993,207.759995,207.029999,207.639999,62167800,202.325204
2014-11-25,207.539993,207.789993,206.800003,207.110001,79108300,201.808771
2014-11-24,207.169998,207.389999,206.910004,207.259995,65881000,201.954926
2014-11-21,207.639999,207.839996,205.979996,206.679993,142327300,201.38977
2014-11-20,204.259995,205.710007,204.179993,205.580002,72840300,200.317935
2014-11-19,205.309998,205.550003,204.300003,205.220001,82373000,199.967149
2014-11-18,204.440002,205.919998,204.440002,205.550003,76068000,200.288704
2014-11-17,203.850006,204.580002,203.649994,204.369995,80441000,199.1389
2014-11-14,204.100006,204.490005,203.720001,204.240005,80417500,199.012237
2014-11-13,204.160004,204.830002,203.210007,204.190002,85358000,198.963514
2014-11-12,203.350006,204.240005,203.309998,203.960007,90120300,198.739405
2014-11-11,204.059998,204.309998,203.649994,204.179993,54499400,198.95376
2014-11-10,203.380005,204.039993,203.130005,203.979996,66319000,198.758883
2014-11-07,203.169998,203.600006,202.610001,203.339996,89540000,198.135265
2014-11-06,202.389999,203.259995,201.639999,203.149994,107089000,197.950126
2014-11-05,202.539993,202.589996,201.449997,202.339996,91709000,197.160861
2014-11-04,201.229996,201.600006,200.059998,201.070007,93343000,195.923379
2014-11-03,201.919998,202.449997,201.309998,201.770004,93600000,196.605459
2014-10-31,201.779999,201.820007,200.770004,201.660004,146903000,196.498274
2014-10-30,197.580002,199.949997,197.399994,199.380005,113330000,194.276634
2014-10-29,198.550003,199.119995,196.800003,198.110001,142557000,193.039137
2014-10-28,196.820007,198.419998,196.729996,198.410004,106736000,193.331461
2014-10-27,195.729996,196.449997,195.029999,196.160004,82954000,191.139053
2014-10-24,195.25,196.490005,194.490005,196.429993,117927000,191.402131
2014-10-23,194.619995,196.199997,194.259995,194.929993,154944000,189.940525
2014-10-22,194.410004,194.910004,192.610001,192.690002,151822000,187.75787
2014-10-21,191.679993,194.199997,191.479996,194.070007,154949000,189.102552
2014-10-20,188.130005,190.449997,188.070007,190.300003,130011000,185.429046
2014-10-17,188.419998,189.75,187.619995,188.470001,214625000,183.645885
2014-10-16,183.059998,187.580002,182.889999,186.270004,270391000,181.5022
2014-10-15,185.160004,187.690002,181.919998,186.429993,380715000,181.658093
2014-10-14,188.419998,189.820007,187.039993,187.699997,215847000,182.89559
2014-10-13,190.460007,191.149994,187.300003,187.410004,230939000,182.613019
2014-10-10,192.690002,193.649994,190.490005,190.539993,221909000,185.662893
2014-10-09,196.330002,196.600006,192.580002,192.740005,210705000,187.806593
2014-10-08,193.369995,196.919998,192.360001,196.639999,186461000,191.606762
2014-10-07,195.279999,195.720001,193.220001,193.259995,147913000,188.313273
2014-10-06,197.339996,197.600006,195.580002,196.289993,104778000,191.265715
2014-10-03,195.679993,196.940002,195.080002,196.520004,121569000,191.489839
2014-10-02,194.179993,195.059998,192.350006,194.380005,157285000,189.404615
2014-10-01,196.699997,196.770004,193.910004,194.350006,177798000,189.375384
2014-09-30,197.690002,198.300003,196.610001,197.020004,131302000,191.977041
2014-09-29,196.199997,197.889999,196.050003,197.539993,95112000,192.48372
2014-09-26,196.699997,198.389999,196.419998,197.899994,103547000,192.834506
2014-09-25,199.039993,199.050003,196.270004,196.339996,150300000,191.314438
2014-09-24,198.039993,199.690002,197.520004,199.559998,107276000,194.45202
2014-09-23,198.429993,199.259995,197.949997,198.009995,111393000,192.941691
2014-09-22,200.350006,200.380005,198.729996,199.149994,125553000,194.052511
2014-09-19,201.520004,201.899994,200.289993,200.699997,121649000,195.562839
2014-09-18,201.360001,201.850006,201.100006,201.820007,94990000,195.739213
2014-09-17,200.770004,201.679993,199.75,200.75,151266000,194.701445
2014-09-16,198.610001,200.839996,198.50,200.479996,116201000,194.439575
2014-09-15,199.160004,199.320007,198.380005,198.979996,76401000,192.98477
2014-09-12,200.100006,200.119995,198.559998,199.130005,117409300,193.13026
2014-09-11,199.270004,200.330002,199.119995,200.300003,66774400,194.265006
2014-09-10,199.429993,200.199997,198.770004,200.070007,67251000,194.04194
2014-09-09,200.410004,200.550003,198.910004,199.320007,88591000,193.314537
2014-09-08,200.919998,201.210007,200.00,200.589996,64146000,194.546262
2014-09-05,200.169998,201.190002,199.410004,201.110001,102177000,195.050598
2014-09-04,200.839996,201.580002,199.660004,200.210007,85236000,194.177721
2014-09-03,201.380005,201.410004,200.220001,200.50,57462000,194.458977
2014-09-02,200.970001,201.00,199.860001,200.610001,72426000,194.565663
2014-08-29,200.449997,200.729996,199.820007,200.710007,65907000,194.662656
2014-08-28,199.589996,200.270004,199.389999,200.139999,58330000,194.109823
2014-08-27,200.429993,200.570007,199.940002,200.25,47874000,194.216509
2014-08-26,200.330002,200.820007,200.279999,200.330002,47298000,194.294101
2014-08-25,200.139999,200.589996,199.149994,200.199997,63855000,194.168013
2014-08-22,199.339996,199.690002,198.740005,199.190002,76107000,193.188449
2014-08-21,199.089996,199.759995,198.929993,199.50,67791000,193.489107
